CHMI_1154,-469596.57,-1102178.01,Lučina
PMO_DPPMD017,-684823.01,-1166928.06,Moravská Dyje
PVL_3615,-808423.03,-1048825.36,Kralovický potok
ZVHS_306-001,-779078.8,-989115.6,Mukovský p.
CHMI_3209,-797952.09,-1173979.75,Vltava
PVL_2626,-756221.23,-1193563.13,Dobechovský potok
PLA_180,-683422.5,-956674.1,Řasnice
REF_026,-803691.16,-1144675.18,Spůlka
PMO_SPPKi036,-593322.09,-1149014.12,Křtinský potok
PVL_8962,-766995.15,-1111354.04,Jickovický potok(př.Vltavy)
CHMI_7140,-709878.89,-1144653.24,Račí potok
PVL_2039,-760063.23,-1059480.16,Svinařský potok
ZVHS_504-032,-669786.7,-1128206.5,Smrčenský p.
ZVHS_213-006,-735829.9,-1056848.7,Botič
ZVHS_105-017,-682408.1,-953230,Arnoltický potok
ZVHS_104-008,-679733.4,-1068731,Olšanský p.
REF_104,-709289.38,-1080746.57,Sázava
ZVHS_505-019,-542637.22,-1154940.33,Popovický potok (Popůvka)
ZVHS_205-035,-828987.7,-1078528.4,bezejmenný p.
PVL_3253,-726595.47,-1172530.23,Koštěnický potok
ZVHS_217-015,-813932.1,-1083202.7,Olešenský p.
